MACHINE EVOLVED - COMPLETE TEXT MOVEMENT DOSSIER
=================================================

PURPOSE
This is a machine-readable and human-readable account of one full movement
episode for the selected creature. It includes every recorded
20 Hz pose; no frames are omitted. It is intended to let an external model
inspect the gait numerically without watching the Three.js preview.

IDENTITY AND INTEGRITY
Replay file: robust-a.json
Replay SHA-256: f0bdfdb84453ea7da0d5dd71228cb28f1ea9119f2858869a5dd1eb97474650a6
Schema: machine-evolved-capsules-v1 v1
Profile: overnight-confirm2-R5-240907
Creature ID: machine-evolved-three-capsule-v1
Samples: 1201 at 20 Hz over 60 seconds
Configured fitness: 2940.100340 source simulation-units
Replayed fitness: 2940.100340 source simulation-units
Fitness parity verified: true

UNITS AND COORDINATES
Source: z up; horizontal x,y; units simulation-units.
Table: y up; horizontal x,z; replay displayScale=0.01.
The replay metadata labels scaled coordinates as metres. There is no separate
empirical calibration establishing SI metres, so this dossier calls them
display units (DU). Conversion: 1 source simulation-unit = 0.01 DU.

CREATURE
Three serially connected capsules. Table aliases c0, c1, c2 are in this order:
c0: id=m1-balanced-capsule-0; innerHeight=0.760000000 DU (76.000000000 source units); radius=0.140000000 DU (14.000000000 source units)
c1: id=m1-balanced-capsule-1; innerHeight=0.760000000 DU (76.000000000 source units); radius=0.140000000 DU (14.000000000 source units)
c2: id=m1-balanced-capsule-2; innerHeight=0.760000000 DU (76.000000000 source units); radius=0.140000000 DU (14.000000000 source units)
Connectivity: c1 is jointed to c0; c2 is jointed to c1.

PHYSICS AND OBJECTIVE
Objective: max-horizontal-distance-v1 (max-horizontal-distance).
Gravity source vector: (0, 0, -100).
Ground/capsule friction: 0.8 / 0.8.
Capsule rolling/spinning friction: 0.02 / 0.02.
Capsule linear/angular damping: 0 / 0.
Capsule mass scale: 0.0001; motor max force: 5000.

WHAT THE NUMBERS SAY
Final horizontal displacement: 2940.100340 source units = 29.401003 DU.
Horizontal path length: 4144.898300 source units = 41.426085 DU.
Path efficiency (displacement/path): 0.709722.
Average path speed: 0.690435 DU/s.
Final-to-maximum distance ratio: 1.000000.
Near-ground time fraction: 0.253333.
Unsupported path fraction: 0.778025999.
Longest unsupported interval: 4.033333 s.
Body height DU, median/p95/max: 0.809479 / 2.418213 / 3.094557.
Rolling-explained path fraction: 0.383092.
Root rolling coupling: 0.594206.
Root transverse-travel fraction: 0.209181.
Root axis stability: 0.403225.
Root spin: 8.304200 rad/s = 1.321654 revolutions/s.
c0 mean rotation rate: 8.078852 rad/s.
c1 mean rotation rate: 4.920573 rad/s.
c2 mean rotation rate: 5.498083 rad/s.

INTERPRETATION FOR REVIEW
This dossier deliberately reports measurements and the complete pose trace without
classifying the gait as desirable locomotion or a reward exploit. Pair it with the
candidate's separately versioned motion-analysis JSON for thresholded credibility,
rolling-signature, and final-progress decisions. This keeps a dossier reusable for
any selected controller instead of inheriting conclusions from an earlier champion.

TEN-SECOND MOVEMENT PHASES
start_s,end_s,end_distance_DU,window_displacement_DU,average_radial_speed_DU_per_s,min_body_y,mean_body_y,max_body_y
0,30,1.273589,1.273589,0.042453,0.139077,0.794215,1.852248
30,60,5.332589,6.033270,0.201109,0.340280,1.292263,2.026842
60,90,17.873061,12.548952,0.418298,0.502720,1.326747,2.474529
90,120,23.555645,5.752851,0.191762,0.203848,0.749536,1.289897
120,150,26.472255,3.509502,0.116983,0.327421,1.317372,3.094557
150,180,29.401003,3.749985,0.124999,0.156466,0.570059,1.081742

COMPLETE 20 HZ POSE TRACE
Each following CSV row is one replay frame. Position fields are DU. Quaternion
fields use (qx,qy,qz,qw). Four decimal places bound position rounding to 0.00005
DU and quaternion-component rounding to 0.00005. Capsule definitions above plus
these poses are sufficient to reconstruct the complete recorded movement.
The replay's body quaternion is identity throughout and is therefore omitted;
body_x/y/z is the reference trajectory, while c0/c1/c2 contain actual orientation.
tick,time_s,body_x,body_y,body_z,distance_DU,step_speed_DU_per_s,c0_x,c0_y,c0_z,c0_qx,c0_qy,c0_qz,c0_qw,c1_x,c1_y,c1_z,c1_qx,c1_qy,c1_qz,c1_qw,c2_x,c2_y,c2_z,c2_qx,c2_qy,c2_qz,c2_qw
57,2.8500,0,0.1400,1.0400,0.0000,0.0000,0,0.1400,0.0000,0.7071,0,0,0.7071,0,0.1400,1.0400,0.7071,0,0,0.7071,0,0.1400,2.0800,0.7071,0,0,0.7071
60,3.0000,0,0.1400,1.0400,0.0000,0.0000,0,0.1400,0.0000,0.7071,0,0,0.7071,0,0.1400,1.0400,0.7071,0,0,0.7071,0,0.1400,2.0800,0.7071,0,0,0.7071
63,3.1500,-0.0005,0.1428,1.0400,0.0005,0.0107,0.0002,0.1419,-0.0000,0.7053,-0.0043,-0.0016,0.7089,-0.0018,0.1445,1.0400,0.7071,-0.0010,-0.0011,0.7071,-0.0000,0.1419,2.0800,0.7089,-0.0008,-0.0032,0.7053
66,3.3000,-0.0034,0.1568,1.0398,0.0034,0.0574,0.0009,0.1516,0.0001,0.6961,-0.0259,-0.0111,0.7174,-0.0102,0.1673,1.0398,0.7072,-0.0072,-0.0063,0.7069,-0.0009,0.1515,2.0795,0.7175,-0.0034,-0.0172,0.6964
69,3.4500,-0.0090,0.1878,1.0393,0.0090,0.1121,0.0038,0.1728,0.0017,0.6752,-0.0660,-0.0310,0.7341,-0.0252,0.2177,1.0394,0.7070,-0.0178,-0.0095,0.7069,-0.0055,0.1728,2.0769,0.7362,0.0022,-0.0343,0.6759
72,3.6000,-0.0164,0.2356,1.0385,0.0165,0.1499,0.0107,0.2052,0.0079,0.6408,-0.1134,-0.0597,0.7569,-0.0427,0.2955,1.0391,0.7064,-0.0272,0.0061,0.7073,-0.0172,0.2060,2.0685,0.7654,0.0354,-0.0328,0.6418
75,3.7500,-0.0251,0.2980,1.0368,0.0253,0.1760,0.0243,0.2492,0.0251,0.5886,-0.1672,-0.0993,0.7847,-0.0630,0.3971,1.0392,0.7063,-0.0361,0.0530,0.7050,-0.0366,0.2477,2.0460,0.8010,0.1093,-0.0019,0.5886
78,3.9000,-0.0336,0.3680,1.0325,0.0344,0.1907,0.0440,0.3083,0.0660,0.5032,-0.2589,-0.1641,0.8080,-0.0867,0.5096,1.0366,0.7157,-0.0597,0.1223,0.6851,-0.0581,0.2862,1.9950,0.8276,0.2140,0.0433,0.5171
81,4.0500,-0.0419,0.4364,1.0275,0.0437,0.1945,0.0609,0.3788,0.1349,0.3852,-0.4099,-0.2665,0.7827,-0.1053,0.6000,1.0308,0.7275,-0.1078,0.2005,0.6472,-0.0813,0.3305,1.9167,0.8256,0.3256,0.0818,0.4535
84,4.2000,-0.0501,0.5023,1.0223,0.0532,0.1947,0.0680,0.4659,0.2188,0.2298,-0.5949,-0.3878,0.6654,-0.1107,0.6516,1.0222,0.7327,-0.1624,0.2898,0.5940,-0.1078,0.3895,1.8259,0.7874,0.4289,0.1010,0.4312
87,4.3500,-0.0584,0.5658,1.0171,0.0627,0.1947,0.0658,0.5669,0.2951,-0.0258,0.7625,0.4844,-0.4281,-0.1046,0.6689,1.0156,0.7196,-0.1953,0.3897,0.5406,-0.1363,0.4615,1.7406,0.7230,0.4979,0.0822,0.4719
90,4.5000,-0.0666,0.6267,1.0119,0.0723,0.1947,0.0654,0.6721,0.3306,0.2197,0.8403,0.4922,-0.0570,-0.0998,0.6754,1.0164,0.6844,-0.1819,0.4891,0.5092,-0.1655,0.5325,1.6888,0.6550,0.5011,0.0303,0.5648
93,4.6500,-0.0749,0.6851,1.0068,0.0819,0.1947,0.0777,0.7747,0.2974,0.4516,0.7153,0.3756,0.3785,-0.1042,0.6900,1.0208,0.6623,-0.1343,0.5439,0.4974,-0.1981,0.5906,1.7021,0.6006,0.4533,0.0039,0.6586
96,4.8000,-0.0831,0.7410,1.0016,0.0916,0.1947,0.0772,0.8632,0.2720,0.5978,0.4241,0.1078,0.6716,-0.0814,0.7236,1.0065,0.6899,-0.1207,0.5375,0.4696,-0.2452,0.6362,1.7262,0.5618,0.3953,0.0611,0.7242
99,4.9500,-0.0914,0.7944,0.9964,0.1012,0.1947,0.0659,0.9384,0.2954,0.5713,0.0736,-0.2209,0.7870,-0.0482,0.7627,0.9932,0.7400,-0.1554,0.4975,0.4251,-0.2918,0.6821,1.7007,0.4917,0.4766,0.2042,0.6995
102,5.1000,-0.0996,0.8453,0.9912,0.1109,0.1947,0.0582,1.0235,0.3154,0.4175,-0.3011,-0.4732,0.7149,-0.0337,0.7825,1.0007,0.7501,-0.1357,0.5204,0.3850,-0.3233,0.7299,1.6577,0.4251,0.4101,0.1918,0.7837
105,5.2500,-0.1078,0.8937,0.9861,0.1206,0.1947,0.0499,1.0984,0.3261,-0.1359,0.5956,0.6299,-0.4797,-0.0082,0.8150,1.0044,0.7969,-0.1419,0.4716,0.3498,-0.3653,0.7677,1.6277,0.3771,0.3068,0.2123,0.8477
108,5.4000,-0.1161,0.9396,0.9809,0.1303,0.1947,0.0436,1.1702,0.3531,0.1762,0.7385,0.6351,-0.1424,0.0032,0.8424,1.0163,0.7924,-0.1239,0.5025,0.3230,-0.3951,0.8063,1.5732,0.2628,0.4357,0.2940,0.8091
111,5.5500,-0.1243,0.9830,0.9757,0.1400,0.1947,0.0361,1.2456,0.3698,0.4621,0.6974,0.5081,0.2050,0.0151,0.8638,1.0334,0.6809,-0.0437,0.6570,0.3207,-0.4242,0.8397,1.5239,0.1639,0.4668,0.3206,0.8077
114,5.7000,-0.1326,1.0239,0.9705,0.1497,0.1947,0.0396,1.3177,0.3655,0.6276,0.5535,0.3391,0.4298,0.0241,0.8910,1.0523,0.7265,-0.0382,0.6115,0.3112,-0.4615,0.8631,1.4938,0.1000,0.3999,0.3408,0.8449
117,5.8500,-0.1408,1.0623,0.9654,0.1594,0.1947,0.0442,1.3539,0.3950,0.6960,0.3976,0.0593,0.5950,0.0493,0.9519,1.0428,0.7835,-0.0963,0.5347,0.3015,-0.5160,0.8812,1.4583,0.1207,0.2772,0.3916,0.8690
120,6.0000,-0.1491,1.0983,0.9602,0.1691,0.1947,0.0468,1.3666,0.4586,0.6397,0.2921,-0.1584,0.6930,0.0719,1.0245,1.0168,0.8204,-0.1758,0.4724,0.2699,-0.5659,0.9036,1.4052,0.1303,0.2782,0.4501,0.8385
123,6.1500,-0.1573,1.1317,0.9550,0.1788,0.1947,0.0302,1.3923,0.5186,0.5812,0.1922,-0.2538,0.7489,0.0669,1.0641,1.0159,0.8190,-0.1894,0.4928,0.2248,-0.5691,0.9386,1.3305,0.1370,0.2142,0.4334,0.8646
126,6.3000,-0.1656,1.1626,0.9498,0.1885,0.1947,0.0328,1.4316,0.5442,0.6079,0.2846,-0.2084,0.7114,0.0784,1.0979,1.0200,0.8030,-0.1978,0.5127,0.2307,-0.6079,0.9582,1.2852,0.1063,0.1706,0.4642,0.8627
129,6.4500,-0.1738,1.1910,0.9447,0.1982,0.1947,0.0344,1.4863,0.5394,0.6725,0.5191,0.0686,0.5230,0.0745,1.1087,1.0481,0.8384,-0.2025,0.4516,0.2284,-0.6303,0.9780,1.2465,0.0581,0.0846,0.4634,0.8802
132,6.6000,-0.1821,1.2169,0.9395,0.2080,0.1947,0.0503,1.5629,0.5169,0.6827,0.5881,0.2860,0.3259,0.0743,1.1128,1.0796,0.8397,-0.1981,0.4240,0.2754,-0.6708,0.9749,1.2219,-0.1176,0.1851,0.4854,0.8463
135,6.7500,-0.1903,1.2403,0.9343,0.2177,0.1947,0.0807,1.6246,0.4958,0.6318,0.5895,0.4854,0.1333,0.0763,1.1377,1.1020,0.9095,-0.3166,0.0743,0.2589,-0.7279,0.9586,1.2052,-0.1786,0.0650,0.5549,0.8099
138,6.9000,-0.1985,1.2612,0.9291,0.2274,0.1947,0.0946,1.6668,0.5051,0.6215,0.5212,0.5847,0.0120,0.0700,1.1613,1.1068,0.8521,-0.3234,0.1720,0.3738,-0.7602,0.9554,1.1756,-0.2092,-0.0672,0.6290,0.7457
141,7.0500,-0.2068,1.2796,0.9240,0.2371,0.1947,0.0714,1.6795,0.5361,0.5868,0.4648,0.6583,-0.0795,0.0472,1.1774,1.1155,0.8143,-0.3190,0.2003,0.4417,-0.7390,0.9819,1.1202,-0.2714,-0.1585,0.6403,0.7009
144,7.2000,-0.2150,1.2955,0.9188,0.2468,0.1947,0.0224,1.7019,0.5378,0.4229,0.4089,0.7955,-0.1453,-0.0124,1.1643,1.1501,0.8353,-0.3397,0.0899,0.4228,-0.6551,1.0204,1.0685,-0.4673,-0.1142,0.4664,0.7423
147,7.3500,-0.2233,1.3089,0.9136,0.2566,0.1947,-0.0271,1.7010,0.5604,0.2971,0.3755,0.8537,-0.2047,-0.0690,1.1626,1.1653,0.8368,-0.3979,-0.0172,0.3757,-0.5738,1.0632,1.0152,-0.5369,-0.1721,0.3286,0.7577
150,7.5000,-0.2315,1.3198,0.9084,0.2663,0.1947,-0.0668,1.6795,0.6255,0.3714,0.3730,0.8153,-0.2413,-0.0996,1.1855,1.1539,0.8193,-0.4363,0.0257,0.3711,-0.5282,1.0945,0.9459,-0.6175,-0.1566,0.1879,0.7476
153,7.6500,-0.2398,1.3282,0.9033,0.2760,0.1947,-0.0902,1.6592,0.6998,0.5413,0.4316,0.6880,-0.2178,-0.1173,1.2200,1.1386,0.8089,-0.5170,-0.0310,0.2783,-0.5118,1.1055,0.8715,-0.6723,-0.1062,0.0562,0.7305
156,7.8000,-0.2480,1.3342,0.8981,0.2857,0.1947,-0.0890,1.6678,0.7575,0.6577,0.4863,0.5582,-0.1392,-0.1302,1.2426,1.1330,0.8149,-0.5338,0.0075,0.2258,-0.5249,1.0920,0.8039,-0.6924,-0.1158,0.0319,0.7114
159,7.9500,-0.2563,1.3376,0.8929,0.2955,0.1947,-0.0679,1.7056,0.8089,0.6885,0.5020,0.5176,-0.0779,-0.1368,1.2606,1.1372,0.8257,-0.5346,0.0588,0.1700,-0.5640,1.0465,0.7326,-0.7180,-0.1236,0.0693,0.6815
162,8.1000,-0.2645,1.3385,0.8878,0.3052,0.1947,-0.0317,1.7733,0.8533,0.6975,0.4828,0.5296,-0.0056,-0.1448,1.2660,1.1474,0.8360,-0.5131,0.1472,0.1272,-0.6169,0.9761,0.6625,-0.7321,-0.1273,0.1504,0.6521
165,8.2500,-0.2727,1.3369,0.8826,0.3149,0.1947,0.0040,1.8688,0.8710,0.7499,0.3853,0.5299,0.0917,-0.1859,1.2338,1.1499,0.8403,-0.4662,0.2442,0.1301,-0.6363,0.9081,0.6268,-0.7296,-0.1011,0.1239,0.6650
168,8.4000,-0.2810,1.3328,0.8774,0.3246,0.1947,0.0438,1.9548,0.8739,0.7614,0.2469,0.5792,0.1542,-0.2576,1.1939,1.1412,0.9021,-0.4314,0.0114,-0.0020,-0.6291,0.8496,0.6171,-0.7013,-0.1975,0.1592,0.6662
171,8.5500,-0.2892,1.3262,0.8722,0.3344,0.1947,0.0586,1.9793,0.8997,0.6824,0.2086,0.6850,0.1470,-0.2973,1.1937,1.1279,0.8955,-0.4153,-0.1323,-0.0898,-0.6290,0.8055,0.5891,-0.7041,-0.2968,0.2394,0.5990
174,8.7000,-0.2975,1.3171,0.8671,0.3441,0.1947,0.0430,1.9576,0.9343,0.5028,0.2209,0.8348,0.0383,-0.3107,1.2060,1.1003,0.8778,-0.4767,0.0336,-0.0329,-0.6248,0.7877,0.5665,-0.7660,-0.2961,0.2069,0.5317
177,8.8500,-0.3057,1.3055,0.8619,0.3538,0.1947,0.0118,1.9148,0.9743,0.4749,0.2417,0.8459,-0.0210,-0.3097,1.2306,1.0763,0.8349,-0.5320,0.1380,-0.0284,-0.6192,0.7711,0.5351,0.8499,0.1993,-0.0565,-0.4845
180,9.0000,-0.3140,1.2914,0.8567,0.3636,0.1947,-0.0135,1.8748,1.0117,0.6005,0.2394,0.7629,-0.0068,-0.3246,1.2401,1.0446,0.7936,-0.5749,0.1941,-0.0449,-0.6037,0.7594,0.5138,0.8909,0.2115,-0.0234,-0.4012
183,9.1500,-0.3222,1.2748,0.8515,0.3733,0.1947,-0.0190,1.8691,1.0500,0.7489,0.1936,0.6316,0.0521,-0.3546,1.2284,1.0179,0.7444,-0.5857,0.3206,-0.0055,-0.5931,0.7270,0.4867,0.9074,0.2440,-0.0422,-0.3396
186,9.3000,-0.3305,1.2557,0.8464,0.3830,0.1947,-0.0437,1.8398,1.0797,0.8788,0.1756,0.4253,0.1265,-0.3638,1.2267,1.0058,0.7407,-0.5936,0.2946,-0.1100,-0.5839,0.7007,0.4536,0.9254,0.1720,0.1136,-0.3179
189,9.4500,-0.3387,1.2341,0.8412,0.3927,0.1947,-0.0749,1.7976,1.1048,0.9572,0.1240,0.1629,0.2046,-0.3716,1.2211,0.9963,0.6971,-0.6061,0.3514,-0.1522,-0.5695,0.6837,0.4224,0.9380,0.1447,0.1596,-0.2715
192,9.6000,-0.3469,1.2101,0.8360,0.4025,0.1947,-0.0966,1.7709,1.1278,0.9745,0.0571,-0.0292,0.2150,-0.3880,1.1998,0.9774,0.6654,-0.6119,0.3940,-0.1660,-0.5562,0.6595,0.4028,0.7950,0.0373,0.5382,-0.2774
195,9.7500,-0.3552,1.1835,0.8308,0.4122,0.1947,-0.0978,1.7561,1.1623,0.9830,-0.0131,-0.0262,0.1815,-0.4252,1.1710,0.9491,0.6719,-0.5904,0.3783,-0.2385,-0.5425,0.6232,0.3811,0.8428,0.0933,0.4708,-0.2436
198,9.9000,-0.3634,1.1544,0.8257,0.4219,0.1947,-0.1093,1.7122,1.1873,0.9904,-0.0304,0.0610,0.1199,-0.4578,1.1365,0.8968,-0.5873,0.6364,-0.4726,0.1633,-0.5231,0.6144,0.3928,0.8195,0.1581,0.5114,-0.2049
201,10.0500,-0.3717,1.1228,0.8205,0.4317,0.1947,-0.1358,1.6612,1.2014,0.9887,-0.0610,0.0610,0.1223,-0.4721,1.1103,0.8787,-0.5681,0.6347,-0.4746,0.2217,-0.5071,0.5968,0.3813,0.7672,0.1478,0.5972,-0.1811
204,10.2000,-0.3799,1.0887,0.8153,0.4414,0.1947,-0.1656,1.6022,1.2149,0.9851,-0.1092,0.0448,0.1254,-0.4862,1.0848,0.8594,0.6029,-0.5760,0.3998,-0.3807,-0.4880,0.5790,0.3716,0.8613,0.1699,0.4681,-0.1015
207,10.3500,-0.3882,1.0521,0.8101,0.4511,0.1947,-0.1941,1.5447,1.2316,0.9847,-0.1494,-0.0208,0.0875,-0.5001,1.0505,0.8270,-0.5633,0.5754,-0.4307,0.4075,-0.4703,0.5611,0.3718,0.8566,0.1782,0.4813,-0.0526
210,10.5000,-0.3964,1.0130,0.8050,0.4609,0.1947,-0.2194,1.4962,1.2535,0.9792,-0.1773,-0.0927,0.0325,-0.5130,1.0123,0.7962,-0.4613,0.6264,-0.5334,0.3322,-0.4568,0.5305,0.3651,0.7570,0.1772,0.6270,-0.0502
213,10.6500,-0.4050,0.9784,0.8025,0.4695,0.1794,-0.2456,1.4522,1.2726,0.9567,-0.2185,-0.1915,-0.0167,-0.5290,0.9849,0.7825,-0.4216,0.6154,-0.5650,0.3526,-0.4405,0.4981,0.3523,0.6296,0.1585,0.7583,-0.0596
216,10.8000,-0.4153,0.9570,0.8037,0.4778,0.2071,-0.2824,1.3972,1.2828,0.9265,-0.2482,-0.2750,-0.0658,-0.5423,0.9709,0.7700,-0.3481,0.6264,-0.5953,0.3635,-0.4213,0.5029,0.3583,0.7040,0.1597,0.6919,-0.0088
